source,id,title,is_active,study_level,category,domain,country,funding_type,deadline,budget_required,short_description,source_url,eligibility_summary
seed,seed-tous-108,Programme Erasmus+ Ingénierie — Universités Techniques Européennes,true,tous,echange,sciences_tech,europe,partial,2026-11-30,150000,"Programme Erasmus+ en ingénierie, informatique et sciences de l'environnement dans les universités techniques européennes (TU Berlin, TU Delft, KTH, Politecnico di Milano).",https://erasmus-plus.ec.europa.eu/fr,Tout niveau (L2 min en sciences ou ingénierie). Accord Erasmus requis. B2 en anglais ou langue locale.
seed,seed-tous-109,"Échange Commerce — Business Schools Européennes (ESCP, Bocconi)",true,tous,echange,commerce,europe,partial,2026-12-15,300000,"Semestres d'échange dans les business schools européennes (ESCP, IESE, Bocconi, Mannheim), en finance, marketing international et management stratégique.",https://www.escp.eu/programmes/exchanges,Tout niveau (L2 min en gestion). Accord de mobilité inter-écoles. B2 en anglais.
seed,seed-tous-110,Échange Arts — Académies d'Art Erasmus+ Europe,true,tous,echange,lettres_arts,europe,partial,2026-10-31,150000,"Programme Erasmus+ pour les étudiants en arts plastiques, design, musique et cinéma dans les académies d'art européennes (Royal College of Art, Gerrit Rietveld, ESAD Reims).",https://erasmus-plus.ec.europa.eu/fr,Tout niveau. Accord Erasmus entre école d'art partenaire. Portfolio artistique. B2 en anglais ou langue locale.
seed,seed-tous-111,Programme d'Échange Médical — Universités Médicales Canadiennes,true,tous,echange,sante,canada,partial,2026-09-15,300000,"Programme d'échange en médecine, pharmacie et sciences infirmières dans les universités médicales canadiennes (McGill, UdeM, Laval, Ottawa), avec stages cliniques supervisés.",https://www.mcgill.ca/medicine/international,Tout niveau (L2 min en médecine). B2 en français ou anglais selon université. Convention inter-facultés. Visa étudiant Canada.
seed,seed-tous-112,Échange Arts & Lettres — Concordia University Montréal,true,tous,echange,lettres_arts,canada,partial,2026-11-01,250000,"Programme d'échange en arts visuels, cinéma, littérature et musique à l'Université Concordia de Montréal, avec accès aux studios, galeries et projets créatifs interculturels.",https://www.concordia.ca/artsci/international-exchange.html,Tout niveau. Portfolio ou dossier créatif requis. B2 en anglais ou français. Convention d'échange inter-universités.
seed,seed-tous-113,Programme d'Échange Commerce — American Business Schools,true,tous,echange,commerce,usa,partial,2026-10-01,500000,"Semestres d'échange dans les business schools américaines (Wharton, Stern, Booth, Ross), en finance, marketing et entrepreneuriat, avec accès aux réseaux professionnels.",https://www.wharton.upenn.edu/exchange-programs/,Tout niveau (L3 min en gestion). Accord d'échange inter-universités. TOEFL 100+. Dossier académique excellent.
seed,seed-tous-114,Programme d'Échange Médical — Medical Schools USA,true,tous,echange,sante,usa,partial,2026-09-01,400000,"Programme d'échange clinique et de recherche dans les facultés de médecine américaines (Harvard Medical School, Johns Hopkins, UCSF), avec rotations cliniques supervisées.",https://hms.harvard.edu/education/international-programs,Tout niveau (L3 min en médecine). TOEFL 100+. Convention inter-facultés. Visa J-1 USA requis.
seed,seed-tous-115,Échange Droit & Politique — Georgetown University Washington,true,tous,echange,droit_sciences_po,usa,partial,2026-10-15,450000,"Programme d'échange en droit international, relations internationales et politiques publiques à Georgetown University (Washington D.C.), avec accès aux institutions gouvernementales.",https://www.law.georgetown.edu/llm/visiting-student-program/,Tout niveau (L3 min en droit ou sciences politiques). TOEFL 95+. Accord inter-facultés ou candidature directe.
seed,seed-tous-116,Échange Artistique Intra-Africain — MASA & Instituts Culturels,true,tous,echange,lettres_arts,afrique,complete,2026-07-31,0,"Programme d'échange artistique et culturel entre universités et instituts africains, incluant des résidences au MASA (Marché des Arts du Spectacle Africain) d'Abidjan et dans les centres culturels partenaires.",https://www.masa.art/fr/residences,Tout niveau. Portfolio ou œuvres représentatives requis. Ressortissant africain. Projet artistique interculturel.
seed,seed-tous-117,Échange Médical Africain — WAHO / CEDEAO Universités,true,tous,echange,sante,afrique,complete,2026-08-31,0,Programme d'échange médical financé par l'Organisation Ouest-Africaine de la Santé (OOAS/WAHO) entre les facultés de médecine des pays de la CEDEAO.,https://www.wahooas.org,Tout niveau (L2 min en médecine). Ressortissant d'un pays membre CEDEAO. Convention inter-facultés requise.
seed,seed-tous-118,Programme d'Échange Juridique — Union Africaine & Universités Africaines,true,tous,echange,droit_sciences_po,afrique,complete,2026-09-15,0,"Programme d'échange en droit africain, droit international et gouvernance entre universités africaines, organisé en partenariat avec le Département Affaires Juridiques de l'Union Africaine.",https://au.int/en/organs/legal,Tout niveau (L2 min en droit). Ressortissant africain. Accord inter-universités ou candidature UA.
seed,seed-tous-119,Stage Commerce & Distribution — Grandes Entreprises Françaises,true,tous,stage,commerce,france,partial,,200000,"Stages de 3 à 6 mois dans les entreprises françaises du commerce et de la distribution (LVMH, Danone, Michelin, BNP Paribas), avec indemnité mensuelle et accès aux projets stratégiques.",https://www.welcometothejungle.com/fr/jobs,Tout niveau. Convention de stage requise. Autorisation de séjour en France. Dossier de candidature ciblé.
seed,seed-tous-120,Stage Juridique — Institutions et Cabinets d'Avocats France,true,tous,stage,droit_sciences_po,france,partial,,200000,"Stages de 3 à 6 mois dans des cabinets d'avocats internationaux, institutions juridiques et organisations gouvernementales françaises, avec encadrement par des juristes expérimentés.",https://www.village-justice.com/articles/stages-juridiques-france,Tout niveau (L2 min en droit). B2 en français. Convention de stage obligatoire. Visa étudiant ou travail France.
seed,seed-tous-121,Stage Santé & Terrain — Institutions Médicales Africaines,true,tous,stage,sante,afrique,partial,,50000,"Stages cliniques et de santé publique dans les hôpitaux et institutions africaines partenaires (Fann Dakar, Point-G Bamako, CHU Cocody Abidjan), avec encadrement médical.",https://www.chufann.sn/stages,Tout niveau (L2 min en médecine ou santé). Convention de stage requise. Ressortissant africain prioritaire.
seed,seed-tous-122,Stage Création & Médias — Industries Culturelles France,true,tous,stage,lettres_arts,france,partial,,200000,"Stages de 3 à 6 mois dans les maisons d'édition, agences de presse, chaînes audiovisuelles et agences de communication françaises, avec indemnité et accès aux créatifs professionnels.",https://www.cnc.fr/professionnels/stages-et-emplois,Tout niveau. Portfolio ou dossier créatif. B2 en français. Convention de stage. Visa travail ou étudiant France.
seed,seed-tous-123,Stage ONG & Humanitaire — Organisations Solidarité France,true,tous,stage,sciences_sociales,france,partial,2026-09-30,100000,"Stages dans les grandes ONG françaises (CARE, ACF, Handicap International, Solidarités International) dans les domaines du développement, de l'urgence humanitaire et de la coordination terrain.",https://www.coordinationsud.org/offres-demploi-et-stage/,Tout niveau. Engagement humanitaire. B2 en français. Convention de stage. Visa travail ou étudiant France.
seed,seed-tous-124,Stage Juridique — Gouvernement et Cabinets Canadiens,true,tous,stage,droit_sciences_po,canada,partial,2026-11-01,250000,"Stages dans les cabinets d'avocats canadiens, ministères et institutions juridiques (Ministère de la Justice, barreau du Québec), avec encadrement et indemnité.",https://www.justice.gc.ca/fra/emploi-jobs/stage-articling/,Tout niveau (L3 min en droit). B2 en français ou anglais. Permis de travail Canada requis.
seed,seed-tous-125,Stage Arts & Médias — Industries Créatives Canadiennes,true,tous,stage,lettres_arts,canada,partial,2026-10-15,200000,"Stages dans les studios de cinéma, maisons de disques, agences de design et médias numériques canadiens (NFB, Radio-Canada, DHX Media), avec accès aux créatifs professionnels.",https://www.nfb.ca/about/careers/internships/,Tout niveau. Portfolio créatif. B2 en français ou anglais. Permis de travail Canada ou visa étudiant.
seed,seed-tous-126,Stage Humanitaire — ONG et Agences Sociales Canadiennes,true,tous,stage,sciences_sociales,canada,partial,2026-09-15,200000,"Stages dans les ONG et agences de développement social canadiennes (Développement et Paix, Oxfam-Québec, Centre d'étude du développement international), avec terrain en Afrique possible.",https://www.oxfam.qc.ca/stages/,Tout niveau. Engagement solidaire. B2 en français ou anglais. Permis travail Canada ou visa étudiant.
seed,seed-tous-127,Stage Médical — NIH Clinical Center & Hôpitaux USA,true,tous,stage,sante,usa,partial,2026-08-01,300000,"Stages de recherche clinique et biomédicale dans les hôpitaux américains (NIH Clinical Center, Mayo Clinic, Mass General Hospital), avec accès aux équipements de pointe et supervision médicale.",https://www.nih.gov/training/training-programs/summer-internship-program,Tout niveau (L3 min en médecine ou biologie). TOEFL 95+. Visa J-1 ou B-1/B-2. Lettre de motivation scientifique.
seed,seed-tous-128,Stage Business Development — Fortune 500 USA,true,tous,stage,commerce,usa,partial,,400000,"Stages dans les grandes entreprises américaines de commerce et finance (Goldman Sachs, McKinsey, Procter & Gamble), avec indemnité compétitive et accès aux réseaux professionnels de la côte Est et Ouest.",https://www.linkedin.com/jobs/internship-jobs-usa/,Tout niveau (L3 min en gestion ou commerce). TOEFL 90+. Visa J-1 USA recommandé. Dossier de candidature ciblé.
seed,seed-tous-129,Stage Création — Entertainment & Media Industries USA,true,tous,stage,lettres_arts,usa,partial,,400000,"Stages dans l'industrie du divertissement américaine (HBO, Disney, Sony Music, Condé Nast), en production, réalisation, communication et management artistique, avec accès au réseau Hollywood et New York.",https://www.entertainmentcareers.net/,Tout niveau. Portfolio ou dossier créatif. TOEFL 80+. Visa J-1 USA. Sélection compétitive.
seed,seed-tous-130,Stage Think Tanks & Sciences Sociales — Washington DC USA,true,tous,stage,sciences_sociales,usa,partial,2026-11-15,200000,"Stages dans les think tanks et institutions sociales de Washington D.C. (Wilson Center, Carnegie Endowment, RAND Corporation), avec participation à des projets de recherche sur l'Afrique.",https://www.carnegieendowment.org/about/internships,Tout niveau (L3 min en sciences sociales). TOEFL 90+. Visa J-1 USA. Dossier académique et note d'intention.
seed,seed-tous-131,Stage Institutions Européennes — Parlement et Commission UE,true,tous,stage,droit_sciences_po,europe,complete,2026-09-15,0,"Programme de stages au Parlement Européen (Blue Book Traineeship) et à la Commission Européenne à Bruxelles, en politique internationale, droit et affaires publiques, avec allocation mensuelle.",https://epso.europa.eu/en/traineeships,Tout niveau (L3 min). Ressortissant d'un pays tiers éligible. B2 en anglais ou français. Dossier en ligne.
seed,seed-tous-132,Stage Design & Culture — Industries Créatives Européennes,true,tous,stage,lettres_arts,europe,partial,,200000,"Stages dans les studios de design, maisons d'édition et industries créatives européennes (Pentagram, Taschen, BBC Creative), avec accès aux créatifs professionnels et aux projets internationaux.",https://www.dezeen.com/jobs/internships/,Tout niveau. Portfolio créatif. B2 en anglais ou langue locale. Visa UE ou Erasmus+ stage.
seed,seed-tous-133,Stage ONG & Social — Institutions Humanitaires Européennes,true,tous,stage,sciences_sociales,europe,partial,2026-10-31,100000,"Stages dans les ONG et organisations humanitaires européennes basées à Bruxelles, Genève ou Berlin (ECHO, IRC, Danish Refugee Council), avec participation à des projets de terrain en Afrique.",https://reliefweb.int/training,Tout niveau. Engagement humanitaire. B2 en anglais ou français. Visa travail UE ou convention de stage.
seed,seed-tous-134,Stage Tech & Innovation — Hubs Technologiques Africains,true,tous,stage,sciences_tech,afrique,partial,,50000,"Stages de 3 à 6 mois dans les hubs technologiques africains (CcHub Lagos, iHub Nairobi, Orange Digital Center Dakar, Iceaddis Addis-Abeba), en développement, data et innovation.",https://cchub.africa/programs/,Tout niveau. Compétences en tech ou design. Résidence en Afrique. Convention de stage requise.
seed,seed-tous-135,Stage Médias & Culture — Industries Créatives Africaines,true,tous,stage,lettres_arts,afrique,partial,,50000,"Stages dans les médias, maisons de production et industries créatives africaines (Canal+ Afrique, RFI Afrique, Jeune Afrique, hubs audiovisuels), avec encadrement éditorial et créatif.",https://www.jeuneafrique.com/emploi/,Tout niveau. Portfolio ou dossier journalistique/créatif. Résidence en Afrique francophone. Convention de stage.
seed,seed-tous-136,Stage Juridique & Gouvernance — Institutions Africaines,true,tous,stage,droit_sciences_po,afrique,partial,2026-08-31,50000,"Stages dans les institutions juridiques africaines (Cour Africaine des Droits de l'Homme, CEDEAO, OHADA, cabinets d'avocats régionaux), avec encadrement par des juristes expérimentés.",https://www.african-court.org/en/internship,Tout niveau (L2 min en droit). Ressortissant africain. B2 en français ou anglais. Convention de stage.
seed,seed-tous-137,Emploi Droit & Conformité — Cabinets d'Avocats et Institutions France,true,tous,emploi,droit_sciences_po,france,complete,,0,"Postes en droit des affaires, droit public et conformité dans les cabinets d'avocats et institutions françaises (Gide, Hogan Lovells, Conseil d'État, Autorité de la Concurrence).",https://www.village-justice.com/emploi/,Tout niveau (L3 min en droit). B2 en français et anglais. Autorisation de travail France. Dossier de candidature.
seed,seed-tous-138,Emploi Médias & Industries Culturelles — France,true,tous,emploi,lettres_arts,france,complete,,0,"Postes en journalisme, production audiovisuelle, édition et communication dans les médias et industries créatives françaises (TF1, France Médias Monde, Hachette, Publicis Groupe).",https://www.francemediamonde.com/offres-d-emploi,Tout niveau. Portfolio ou expérience créative. B2 en français. Autorisation de travail France.
seed,seed-tous-139,Emploi Social & Humanitaire — Secteur Non-Lucratif France,true,tous,emploi,sciences_sociales,france,complete,,0,"Postes en gestion de projets sociaux, animation communautaire et coordination humanitaire dans les associations et institutions françaises (Secours Catholique, ADIE, Médecins du Monde).",https://www.coordinationsud.org/offres-demploi-et-stage/,Tout niveau. Engagement social démontré. B2 en français. Autorisation de travail France.
seed,seed-tous-140,Emploi Santé — Hôpitaux et Systèmes de Santé Canadiens,true,tous,emploi,sante,canada,complete,,0,"Postes en santé (infirmiers, gestionnaires de soins, pharmaciens, chercheurs) dans les hôpitaux et systèmes de santé canadiens (CISSS, CIUSSS, Toronto General Hospital), avec programme d'accueil.",https://www.torontogeneral.ca/careers,"Tout niveau. Qualification reconnue au Canada (OIIQ, CMQ…). B2 en français ou anglais. Permis de travail Canada."
seed,seed-tous-141,Emploi Arts & Médias — Industries Créatives Canadiennes,true,tous,emploi,lettres_arts,canada,complete,,0,"Postes en production audiovisuelle, design graphique, édition et médias numériques au Canada (CBC/Radio-Canada, Ubisoft Montréal, Penguin Random House Canada).",https://www.cbc.ca/careers,Tout niveau. Portfolio créatif requis. B2 en français ou anglais. Permis de travail Canada.
seed,seed-tous-142,Emploi Social & Développement — ONG et Services Communautaires Canada,true,tous,emploi,sciences_sociales,canada,complete,,0,"Postes en développement communautaire, travail social et coordination ONG au Canada (Centraide, Carrefour d'entraide, YWCA), avec programmes spécifiques pour les nouveaux arrivants.",https://www.centraide.qc.ca/emplois,Tout niveau. Engagement communautaire. B2 en français ou anglais. Permis de travail Canada.
seed,seed-tous-143,Emploi Droit & Politique — Cabinets et Think Tanks USA,true,tous,emploi,droit_sciences_po,usa,complete,,0,"Postes en droit international, politique publique et conformité dans les cabinets d'avocats américains (Sullivan & Cromwell, Skadden) et think tanks de Washington (Atlantic Council, Stimson Center).",https://www.sullcrom.com/careers,Tout niveau (L3 min en droit). Maîtrise de l'anglais professionnel. Visa H-1B ou OPT pour diplômés USA.
seed,seed-tous-144,Emploi Médias & Entertainment — Industrie Culturelle USA,true,tous,emploi,lettres_arts,usa,complete,,0,"Postes en production cinématographique, édition musicale, journalisme et communication dans l'industrie du divertissement américaine (NBCUniversal, Spotify, Condé Nast, Amazon MGM).",https://careers.nbcuniversal.com/,Tout niveau. Portfolio ou expérience créative. Maîtrise de l'anglais. Visa H-1B ou O-1 pour artistes.
seed,seed-tous-145,Emploi ONG & Développement International — USA,true,tous,emploi,sciences_sociales,usa,complete,2026-12-31,0,"Postes dans les ONG et agences de développement américaines (USAID, IRC, Save the Children USA, World Vision), avec missions terrain en Afrique et coordination depuis Washington et New York.",https://www.usaid.gov/work-usaid/careers,Tout niveau. Maîtrise de l'anglais professionnel. Expérience terrain souhaitée. Visa de travail USA requis.
seed,seed-tous-146,Emploi Droit & Institutions Européennes — Bruxelles,true,tous,emploi,droit_sciences_po,europe,complete,,0,"Postes en droit européen, affaires institutionnelles et conformité dans les institutions de l'UE (Commission Européenne, Parlement, Cour de Justice) et les cabinets de lobbying à Bruxelles.",https://epso.europa.eu/en/jobs,Tout niveau. Maîtrise du français et de l'anglais. Ressortissant d'un pays hors UE sur certains postes. Concours EPSO.
seed,seed-tous-147,Emploi Arts & Design — Industries Créatives Européennes,true,tous,emploi,lettres_arts,europe,complete,,0,"Postes en design, mode, musique et communication dans les industries créatives européennes (LVMH London, Spotify Stockholm, Bertelsmann Hamburg), avec visa talent disponible selon pays.",https://www.dezeen.com/jobs/,Tout niveau. Portfolio professionnel. B2 en anglais ou langue locale. Visa talent UE possible selon pays.
seed,seed-tous-148,Emploi ONG & Humanitaire — Institutions Européennes,true,tous,emploi,sciences_sociales,europe,complete,,0,"Postes dans les ONG et organisations humanitaires basées en Europe (Amnesty International, Oxfam Oxford, Médecins du Monde Paris, HCR Genève), avec missions terrain en Afrique.",https://www.amnesty.org/en/careers/,Tout niveau. Engagement pour les droits humains. B2 en anglais ou français. Visa travail UE ou permis séjour.
seed,seed-tous-149,Emploi Médias & Culture — Industries Créatives Africaines,true,tous,emploi,lettres_arts,afrique,complete,,0,"Postes en journalisme, production musicale, cinéma et communication dans les médias africains (Trace Urban, Jeune Afrique Group, Canal+ Afrique, MTN Music), avec forte demande de profils créatifs.",https://www.jeuneafrique.com/emploi/,Tout niveau. Portfolio ou expérience créative. Ressortissant africain. Maîtrise du français et/ou anglais.
seed,seed-tous-150,Emploi Santé — Systèmes de Santé et ONG Médicales Africaines,true,tous,emploi,sante,afrique,complete,,0,"Postes dans les systèmes de santé africains (Ministères, CHU, CSREF) et ONG médicales (MSF Afrique, IMC, PSI, Abt Associates), en médecine, pharmacie, santé communautaire et gestion sanitaire.",https://www.psi.org/work-with-psi/jobs/,Tout niveau. Diplôme reconnu localement. Ressortissant africain prioritaire. Maîtrise du français et/ou anglais.
seed,seed-tous-151,Emploi Social & Développement — ONG et Secteur Associatif Africain,true,tous,emploi,sciences_sociales,afrique,complete,,0,"Postes en développement communautaire, protection sociale et coordination humanitaire dans les ONG africaines et organisations régionales (UNICEF Afrique, Plan International, World Relief).",https://www.planinternational.org/careers/,Tout niveau. Engagement social. Ressortissant africain. Maîtrise du français et/ou anglais selon la zone.
